"pt_lonlattext"
"POINT(-73.948252 40.7921971)"
"POINT(-73.9472338 40.7909323)"
"POINT(-73.9467667 40.7915682)"
"POINT(-73.946087 40.7896375)"
"POINT(-73.9456332 40.7902593)"
"POINT(-73.9451709 40.7908925)"
"POINT(-73.9446749 40.791572)"
"POINT(-73.9419363 40.7870603)"
"POINT(-73.9414779 40.787692)"
"POINT(-73.9433906 40.7893163)"
"POINT(-73.9410189 40.788319)"
"POINT(-73.9405591 40.7889397)"
"POINT(-73.9429283 40.7899429)"
"POINT(-73.9424328 40.7906269)"
"POINT(-73.9415029 40.791908)"
"POINT(-73.9400641 40.7896284)"
"POINT(-73.9391319 40.790905)"
"POINT(-73.9386489 40.791558)"
"POINT(-73.9382 40.7921784)"
"POINT(-73.9525219 40.792347)"
"POINT(-73.9520729 40.792967)"
"POINT(-73.9504665 40.7922916)"
"POINT(-73.9516019 40.793608)"
"POINT(-73.9499999 40.792932)"
"POINT(-73.949506 40.7936085)"
"POINT(-73.9511109 40.794285)"
"POINT(-73.9506129 40.794965)"
"POINT(-73.9490129 40.794281)"
"POINT(-73.9501579 40.795588)"
"POINT(-73.9496949 40.796217)"
"POINT(-73.9494263 40.7965966)"
"POINT(-73.9496989 40.797086)"
"POINT(-73.9490539 40.7971081)"
"POINT(-73.9595472 40.7987245)"
"POINT(-73.9590857 40.7993575)"
"POINT(-73.9586319 40.7999881)"
"POINT(-73.9583398 40.8003728)"
"POINT(-73.9553884 40.7994807)"
"POINT(-73.9596363 40.8011516)"
"POINT(-73.9591329 40.8018381)"
"POINT(-73.9584917 40.8006694)"
"POINT(-73.9580225 40.8008055)"
"POINT(-73.9578681 40.8005212)"
"POINT(-73.9582134 40.8030921)"
"POINT(-73.9525303 40.7982705)"
"POINT(-73.9523941 40.7982104)"
"POINT(-73.9521032 40.7988732)"
"POINT(-73.9519557 40.7988119)"
"POINT(-73.9514946 40.7994445)"
"POINT(-73.9516447 40.7995066)"
"POINT(-73.9511824 40.8001255)"
"POINT(-73.9510417 40.800066)"
"POINT(-73.9507231 40.8007522)"
"POINT(-73.9505844 40.8006933)"
"POINT(-73.9501313 40.8013149)"
"POINT(-73.9497547 40.8020733)"
"POINT(-73.9496202 40.8020161)"
"POINT(-73.9491229 40.8026735)"
"POINT(-73.9492746 40.8027375)"
"POINT(-73.9485142 40.7923081)"
"POINT(-73.9477577 40.7928715)"
"POINT(-73.9480227 40.7929833)"
"POINT(-73.9462784 40.792248)"
"POINT(-73.9472705 40.793539)"
"POINT(-73.9485546 40.7949118)"
"POINT(-73.947537 40.7936506)"
"POINT(-73.9470736 40.7942872)"
"POINT(-73.9468067 40.7941746)"
"POINT(-73.9466146 40.7949178)"
"POINT(-73.9463468 40.7948049)"
"POINT(-73.9457863 40.7929177)"
"POINT(-73.9453254 40.7935499)"
"POINT(-73.9441826 40.7922463)"
"POINT(-73.9437241 40.7928745)"
"POINT(-73.9448652 40.79418)"
"POINT(-73.9444041 40.7948104)"
"POINT(-73.9480942 40.7955419)"
"POINT(-73.9476291 40.7961784)"
"POINT(-73.9471733 40.7968006)"
"POINT(-73.9461528 40.7955522)"
"POINT(-73.9458845 40.7954383)"
"POINT(-73.9456946 40.7961817)"
"POINT(-73.9454245 40.7960687)"
"POINT(-73.9439397 40.7954473)"
"POINT(-73.9452241 40.796828)"
"POINT(-73.9449535 40.796714)"
"POINT(-73.9445284 40.7972965)"
"POINT(-73.9448017 40.7974083)"
"POINT(-73.9432641 40.7935046)"
"POINT(-73.9410246 40.79256)"
"POINT(-73.9428058 40.7941324)"
"POINT(-73.9423359 40.794776)"
"POINT(-73.9405669 40.7931826)"
"POINT(-73.9400923 40.793837)"
"POINT(-73.9396281 40.7944694)"
"POINT(-73.943471 40.7960891)"
"POINT(-73.9418699 40.7954144)"
"POINT(-73.9414542 40.7959838)"
"POINT(-73.9391889 40.795072)"
"POINT(-73.9382744 40.7963153)"
"POINT(-73.9405239 40.797258)"
"POINT(-73.9443843 40.7979818)"
"POINT(-73.9441124 40.7978665)"
"POINT(-73.9438856 40.7986668)"
"POINT(-73.943612 40.7985522)"
"POINT(-73.9421295 40.7979309)"
"POINT(-73.941625 40.7986157)"
"POINT(-73.9433812 40.7993598)"
"POINT(-73.9431073 40.7992437)"
"POINT(-73.9428844 40.8000422)"
"POINT(-73.9426092 40.7999262)"
"POINT(-73.9400271 40.7979386)"
"POINT(-73.939522 40.7986248)"
"POINT(-73.939062 40.7992528)"
"POINT(-73.9386045 40.7998809)"
"POINT(-73.9421502 40.8005551)"
"POINT(-73.9424263 40.8006715)"
"POINT(-73.9419692 40.8012994)"
"POINT(-73.9416922 40.8011826)"
"POINT(-73.9412294 40.8018166)"
"POINT(-73.9415078 40.8019333)"
"POINT(-73.9407753 40.8024388)"
"POINT(-73.9410542 40.8025564)"
"POINT(-73.9381364 40.8005203)"
"POINT(-73.9405919 40.8031913)"
"POINT(-73.9403124 40.8030731)"
"POINT(-73.937736 40.7928146)"
"POINT(-73.9372569 40.79347)"
"POINT(-73.9363609 40.794698)"
"POINT(-73.9359045 40.7953221)"
"POINT(-73.9354206 40.7959869)"
"POINT(-73.9377841 40.7969883)"
"POINT(-73.9372796 40.7976795)"
"POINT(-73.9368205 40.7983076)"
"POINT(-73.9363609 40.798935)"
"POINT(-73.9358948 40.7995808)"
"POINT(-73.9376884 40.8011376)"
"POINT(-73.9372282 40.8017686)"
"POINT(-73.9367699 40.802397)"
"POINT(-73.9363099 40.803024)"
"POINT(-73.933578 40.8027762)"
"POINT(-73.9334054 40.802694)"
"POINT(-73.9311971 40.8017608)"
"POINT(-73.9577553 40.8037168)"
"POINT(-73.9572938 40.8043463)"
"POINT(-73.9567982 40.8050221)"
"POINT(-73.956303 40.8056974)"
"POINT(-73.9576169 40.808671)"
"POINT(-73.9558428 40.806325)"
"POINT(-73.9553817 40.8069537)"
"POINT(-73.9563439 40.808174)"
"POINT(-73.9549214 40.8075815)"
"POINT(-73.9592061 40.8093313)"
"POINT(-73.9587152 40.8100035)"
"POINT(-73.9582728 40.8106295)"
"POINT(-73.9577979 40.8112598)"
"POINT(-73.9549659 40.810064)"
"POINT(-73.9549671 40.8118779)"
"POINT(-73.9562569 40.81337)"
"POINT(-73.9542879 40.810992)"
"POINT(-73.9540109 40.81137)"
"POINT(-73.9530789 40.810094)"
"POINT(-73.9525909 40.810765)"
"POINT(-73.9516741 40.8094996)"
"POINT(-73.9511776 40.8101762)"
"POINT(-73.9488234 40.8033718)"
"POINT(-73.9486635 40.8033044)"
"POINT(-73.9483546 40.8039919)"
"POINT(-73.9482083 40.8039301)"
"POINT(-73.9477369 40.8045555)"
"POINT(-73.9478955 40.8046223)"
"POINT(-73.9474391 40.8052502)"
"POINT(-73.9472815 40.8051841)"
"POINT(-73.9469804 40.8058736)"
"POINT(-73.9468209 40.8058089)"
"POINT(-73.9463668 40.8064396)"
"POINT(-73.9465259 40.8065066)"
"POINT(-73.9460568 40.8071315)"
"POINT(-73.9459053 40.8070675)"
"POINT(-73.9455707 40.8078108)"
"POINT(-73.9454126 40.8077463)"
"POINT(-73.9450769 40.8084812)"
"POINT(-73.9449092 40.8084107)"
"POINT(-73.9411669 40.805063)"
"POINT(-73.9401361 40.8038174)"
"POINT(-73.9398549 40.8036999)"
"POINT(-73.9393971 40.8043271)"
"POINT(-73.9396794 40.8044448)"
"POINT(-73.9391871 40.8051211)"
"POINT(-73.9389039 40.8050028)"
"POINT(-73.9386977 40.8057933)"
"POINT(-73.9384142 40.8056738)"
"POINT(-73.9382429 40.806418)"
"POINT(-73.948402 40.8090045)"
"POINT(-73.9482543 40.8089422)"
"POINT(-73.9444539 40.809036)"
"POINT(-73.9446163 40.8091051)"
"POINT(-73.9440005 40.8096586)"
"POINT(-73.9441641 40.8097268)"
"POINT(-73.9437152 40.8103559)"
"POINT(-73.9435448 40.8102846)"
"POINT(-73.9456595 40.8127862)"
"POINT(-73.9455001 40.8127201)"
"POINT(-73.9432527 40.8109749)"
"POINT(-73.9430907 40.8109081)"
"POINT(-73.9394939 40.810209)"
"POINT(-73.9390179 40.810856)"
"POINT(-73.9428002 40.8116007)"
"POINT(-73.942636 40.8115326)"
"POINT(-73.9423302 40.8122349)"
"POINT(-73.9421725 40.8121691)"
"POINT(-73.9417257 40.8127828)"
"POINT(-73.9418858 40.8128505)"
"POINT(-73.9414253 40.8134711)"
"POINT(-73.9412734 40.8134039)"
"POINT(-73.9409364 40.8141401)"
"POINT(-73.9578289 40.815156)"
"POINT(-73.9582482 40.815657)"
"POINT(-73.9583908 40.8158075)"
"POINT(-73.956914 40.8155516)"
"POINT(-73.9549864 40.8151098)"
"POINT(-73.959783 40.8187627)"
"POINT(-73.9593298 40.8193827)"
"POINT(-73.9531758 40.8175891)"
"POINT(-73.9522131 40.8189073)"
"POINT(-73.9508799 40.818395)"
"POINT(-73.9588749 40.820005)"
"POINT(-73.9575494 40.8211505)"
"POINT(-73.9552061 40.8201687)"
"POINT(-73.955016 40.8200885)"
"POINT(-73.9547232 40.8208309)"
"POINT(-73.954554 40.8207561)"
"POINT(-73.9561539 40.822258)"
"POINT(-73.9557305 40.8228799)"
"POINT(-73.9553849 40.823549)"
"POINT(-73.952908 40.8217009)"
"POINT(-73.9520986 40.8221718)"
"POINT(-73.9524476 40.8239402)"
"POINT(-73.9522575 40.8238602)"
"POINT(-73.9517953 40.8244983)"
"POINT(-73.9519854 40.8245785)"
"POINT(-73.9513028 40.822646)"
"POINT(-73.9504963 40.8231195)"
"POINT(-73.9494563 40.8226821)"
"POINT(-73.9496897 40.8236097)"
"POINT(-73.9489934 40.8233158)"
"POINT(-73.9513455 40.8251183)"
"POINT(-73.9465459 40.816502)"
"POINT(-73.9437879 40.8153312)"
"POINT(-73.9436451 40.8152715)"
"POINT(-73.9480089 40.817116)"
"POINT(-73.9460549 40.817175)"
"POINT(-73.9455979 40.8178)"
"POINT(-73.9451409 40.818424)"
"POINT(-73.9404414 40.8148176)"
"POINT(-73.94029 40.8147543)"
"POINT(-73.9398383 40.8153746)"
"POINT(-73.9399885 40.8154373)"
"POINT(-73.9395347 40.8160584)"
"POINT(-73.9393896 40.815997)"
"POINT(-73.939065 40.8167012)"
"POINT(-73.9389289 40.8166431)"
"POINT(-73.9410057 40.8191286)"
"POINT(-73.9408392 40.8190585)"
"POINT(-73.9384792 40.8172567)"
"POINT(-73.9386192 40.8173165)"
"POINT(-73.9381672 40.8179369)"
"POINT(-73.9404038 40.8196905)"
"POINT(-73.9480849 40.8221053)"
"POINT(-73.9451566 40.8208736)"
"POINT(-73.9437781 40.8202938)"
"POINT(-73.9460795 40.8212618)"
"POINT(-73.9440489 40.822052)"
"POINT(-73.9476219 40.822737)"
"POINT(-73.9488824 40.8240824)"
"POINT(-73.9485376 40.8239471)"
"POINT(-73.9480921 40.8245499)"
"POINT(-73.9467211 40.8239713)"
"POINT(-73.9438505 40.823648)"
"POINT(-73.9462258 40.8246448)"
"POINT(-73.9447663 40.8240379)"
"POINT(-73.9442679 40.824705)"
"POINT(-73.9433219 40.820917)"
"POINT(-73.9428649 40.821542)"
"POINT(-73.9424109 40.822164)"
"POINT(-73.940552 40.8197535)"
"POINT(-73.940097 40.8203745)"
"POINT(-73.9399479 40.8203116)"
"POINT(-73.939641 40.8209975)"
"POINT(-73.939493 40.8209353)"
"POINT(-73.9391532 40.821668)"
"POINT(-73.9390144 40.8216091)"
"POINT(-73.938661 40.8223425)"
"POINT(-73.9385174 40.8222816)"
"POINT(-73.9429236 40.8232579)"
"POINT(-73.9419204 40.8228413)"
"POINT(-73.9414259 40.823507)"
"POINT(-73.9409709 40.824132)"
"POINT(-73.9415029 40.825171)"
"POINT(-73.938064 40.8229045)"
"POINT(-73.9382119 40.8229651)"
"POINT(-73.9405149 40.824757)"
"POINT(-73.9358198 40.8037216)"
"POINT(-73.9379571 40.8063)"
"POINT(-73.9375046 40.80692)"
"POINT(-73.9377901 40.80704)"
"POINT(-73.9373375 40.8076662)"
"POINT(-73.9370657 40.8075561)"
"POINT(-73.9368804 40.8082894)"
"POINT(-73.9365932 40.8081685)"
"POINT(-73.9275114 40.8068027)"
"POINT(-73.9295776 40.8076686)"
"POINT(-73.9378748 40.8095224)"
"POINT(-73.9364243 40.808916)"
"POINT(-73.9361362 40.8087947)"
"POINT(-73.9359687 40.8095418)"
"POINT(-73.9356813 40.8094179)"
"POINT(-73.9374068 40.8101617)"
"POINT(-73.936071 40.8120996)"
"POINT(-73.9294359 40.8092273)"
"POINT(-73.929662 40.8093973)"
"POINT(-73.9295423 40.8093031)"
"POINT(-73.9285559 40.809046)"
"POINT(-73.9291241 40.8094796)"
"POINT(-73.9292189 40.809564)"
"POINT(-73.9293494 40.809642)"
"POINT(-73.9313984 40.8137462)"
"POINT(-73.9303992 40.8132991)"
"POINT(-73.9310229 40.8135841)"
"POINT(-73.9293048 40.8126009)"
"POINT(-73.9292002 40.8125217)"
"POINT(-73.9254323 40.8059485)"
"POINT(-73.9250703 40.8057998)"
"POINT(-73.9215696 40.8043488)"
"POINT(-73.9233009 40.805073)"
"POINT(-73.9223869 40.804696)"
"POINT(-73.9242565 40.80718)"
"POINT(-73.926519 40.8081599)"
"POINT(-73.9197799 40.803592)"
"POINT(-73.9192899 40.804257)"
"POINT(-73.9210829 40.805015)"
"POINT(-73.9206149 40.805651)"
"POINT(-73.9188189 40.804905)"
"POINT(-73.9377214 40.8185487)"
"POINT(-73.9375771 40.8184876)"
"POINT(-73.9372631 40.8191777)"
"POINT(-73.9371125 40.8191141)"
"POINT(-73.9302243 40.8192892)"
"POINT(-73.9366543 40.8197562)"
"POINT(-73.9362502 40.8204537)"
"POINT(-73.9357507 40.8211205)"
"POINT(-73.9377721 40.8236068)"
"POINT(-73.9376018 40.8235385)"
"POINT(-73.9373191 40.8242288)"
"POINT(-73.9371349 40.8241529)"
"POINT(-73.9366887 40.8247839)"
"POINT(-73.9368588 40.8248549)"
"POINT(-73.9311215 40.8246344)"
"POINT(-73.9287549 40.82284)"
"POINT(-73.9285099 40.824603)"
"POINT(-73.9281409 40.824061)"
"POINT(-73.9171189 40.817512)"
"POINT(-74.0030279 40.83169)"
"POINT(-73.9843429 40.833082)"
"POINT(-73.9842739 40.83324)"
"POINT(-74.0015094 40.8428347)"
"POINT(-74.0013244 40.843077)"
"POINT(-73.9884889 40.841178)"
"POINT(-73.9721955 40.8289564)"
"POINT(-73.9792559 40.83093)"
"POINT(-73.9792329 40.830986)"
"POINT(-73.9791869 40.8311)"
"POINT(-73.9789519 40.831683)"
"POINT(-73.9783749 40.835117)"
"POINT(-73.9780114 40.8382078)"
"POINT(-73.9747999 40.841286)"
"POINT(-73.9720259 40.844872)"
"POINT(-73.9710099 40.846781)"
"POINT(-73.9696058 40.8409765)"
"POINT(-73.9723279 40.852082)"
"POINT(-73.9744459 40.8569808)"
"POINT(-73.9726532 40.8561187)"
"POINT(-73.9706239 40.848216)"
"POINT(-73.9701629 40.851185)"
"POINT(-73.9697549 40.851129)"
"POINT(-73.9683589 40.850944)"
"POINT(-73.9658551 40.8506939)"
"POINT(-73.9642033 40.8525621)"
"POINT(-73.9685103 40.8536571)"
"POINT(-73.9707599 40.854672)"
"POINT(-73.9672486 40.8532157)"
"POINT(-73.9670769 40.8531572)"
"POINT(-73.9675776 40.8551562)"
"POINT(-73.9696789 40.856034)"
"POINT(-73.9666603 40.8567082)"
"POINT(-73.9660343 40.8577746)"
"POINT(-73.9652943 40.8526759)"
"POINT(-73.9635403 40.8540195)"
"POINT(-73.9679279 40.861207)"
"POINT(-73.9629987 40.8632017)"
"POINT(-73.9537511 40.8253237)"
"POINT(-73.9530139 40.82582)"
"POINT(-73.9525329 40.826424)"
"POINT(-73.951979 40.8270794)"
"POINT(-73.9515357 40.8251983)"
"POINT(-73.9510824 40.8258119)"
"POINT(-73.9508924 40.8257317)"
"POINT(-73.9505822 40.8264958)"
"POINT(-73.9503943 40.8264178)"
"POINT(-73.9500993 40.8271631)"
"POINT(-73.9499092 40.827083)"
"POINT(-73.9494551 40.8277058)"
"POINT(-73.9496452 40.8277858)"
"POINT(-73.9508579 40.828296)"
"POINT(-73.9491839 40.8284141)"
"POINT(-73.9489938 40.828334)"
"POINT(-73.9500818 40.8295858)"
"POINT(-73.9497502 40.8308857)"
"POINT(-73.9493937 40.8309333)"
"POINT(-73.9497139 40.832697)"
"POINT(-73.9490934 40.8343523)"
"POINT(-73.9490634 40.8344377)"
"POINT(-73.9495623 40.8345026)"
"POINT(-73.9476019 40.8252298)"
"POINT(-73.9471052 40.825901)"
"POINT(-73.9466492 40.8265253)"
"POINT(-73.9438129 40.825332)"
"POINT(-73.9461916 40.8271519)"
"POINT(-73.9457414 40.8277683)"
"POINT(-73.9448179 40.8265723)"
"POINT(-73.9443659 40.8271923)"
"POINT(-73.943915 40.8278206)"
"POINT(-73.94855 40.8289444)"
"POINT(-73.9487403 40.8290241)"
"POINT(-73.9482816 40.8296535)"
"POINT(-73.9480914 40.8295736)"
"POINT(-73.9478284 40.8302751)"
"POINT(-73.9476382 40.8301952)"
"POINT(-73.9452838 40.8283947)""POINT(-73.944831 40.8290147)"
"POINT(-73.9443742 40.8296401)"
"POINT(-73.9439141 40.8302699)"
"POINT(-73.9433569 40.825956)"
"POINT(-73.9414691 40.8252173)"
"POINT(-73.9430589 40.826645)"
"POINT(-73.9424534 40.8272063)"
"POINT(-73.9427816 40.8273441)"
"POINT(-73.9400539 40.825379)"
"POINT(-73.9396032 40.8260002)"
"POINT(-73.9393526 40.8258956)"
"POINT(-73.9384589 40.826334)"
"POINT(-73.9401399 40.827039)"
"POINT(-73.9391489 40.826626)"
"POINT(-73.9386919 40.827251)"
"POINT(-73.9382369 40.827877)"
"POINT(-73.9431444 40.8283055)"
"POINT(-73.9425079 40.8280379)"
"POINT(-73.9422068 40.8287277)"
"POINT(-73.9419431 40.8294451)"
"POINT(-73.9416669 40.83016)"
"POINT(-73.9389599 40.828986)"
"POINT(-73.9402242 40.830292)"
"POINT(-73.9403459 40.830458)"
"POINT(-73.9401575 40.8303809)"
"POINT(-73.9473686 40.8309006)"
"POINT(-73.9471785 40.8308205)"
"POINT(-73.9469123 40.8315246)"
"POINT(-73.9467219 40.8314449)"
"POINT(-73.9457724 40.8327461)"
"POINT(-73.9459608 40.8328285)"
"POINT(-73.9452904 40.8334062)"
"POINT(-73.9454809 40.8334857)"
"POINT(-73.9453525 40.8342912)"
"POINT(-73.9450014 40.8341411)"
"POINT(-73.9448112 40.8340611)"
"POINT(-73.944566 40.834739)"
"POINT(-73.9443744 40.8346611)"
"POINT(-73.9456208 40.8351645)"
"POINT(-73.9454599 40.8351053)"
"POINT(-73.9439154 40.8352891)"
"POINT(-73.9441038 40.8353715)"
"POINT(-73.9436513 40.8359959)"
"POINT(-73.9434626 40.8308881)"
"POINT(-73.9429692 40.8315635)"
"POINT(-73.9413679 40.830891)"
"POINT(-73.9424801 40.8322331)"
"POINT(-73.9408791 40.8323747)"
"POINT(-73.9420071 40.8328806)"
"POINT(-73.9406529 40.833098)"
"POINT(-73.9415671 40.8334829)"
"POINT(-73.9411089 40.8341102)"
"POINT(-73.9434607 40.8359164)"
"POINT(-73.9403599 40.833786)"
"POINT(-73.9406513 40.8347248)"
"POINT(-73.9400479 40.8344923)"
"POINT(-73.9401963 40.8353595)"
"POINT(-73.9398834 40.8358221)"
"POINT(-73.9472601 40.8379956)"
"POINT(-73.9445745 40.8363811)"
"POINT(-73.9442976 40.8370771)"
"POINT(-73.9440171 40.8377866)"
"POINT(-73.9437511 40.8384634)"
"POINT(-73.9463367 40.8391204)"
"POINT(-73.944712 40.8410394)"
"POINT(-73.9431926 40.8366143)"
"POINT(-73.9430022 40.8365346)"
"POINT(-73.9425446 40.837168)"
"POINT(-73.9427348 40.8372479)"
"POINT(-73.9422971 40.8378398)"
"POINT(-73.9420964 40.837767)"
"POINT(-73.9418258 40.8384885)"
"POINT(-73.9416374 40.8384061)"
"POINT(-73.9401713 40.8369643)"
"POINT(-73.9393411 40.8365699)"
"POINT(-73.9388596 40.8372351)"
"POINT(-73.9399939 40.837714)"
"POINT(-73.9398454 40.8385135)"
"POINT(-73.9398545 40.8386599)"
"POINT(-73.9396504 40.8387426)"
"POINT(-73.9383538 40.8378835)"
"POINT(-73.9434649 40.839174)"
"POINT(-73.9430659 40.840193)"
"POINT(-73.9412768 40.8392425)"
"POINT(-73.9410884 40.8391601)"
"POINT(-73.9407748 40.8399295)"
"POINT(-73.9398825 40.8395698)"
"POINT(-73.9405864 40.8398471)"
"POINT(-73.9396777 40.8402585)"
"POINT(-73.9392389 40.839296)"
"POINT(-73.9388014 40.8398976)"
"POINT(-73.9401907 40.8403967)"
"POINT(-73.9403485 40.8404878)"
"POINT(-73.9400595 40.8405788)"
"POINT(-73.9402038 40.8406773)"
"POINT(-73.9394803 40.84095)"
"POINT(-73.9397144 40.8410581)"
"POINT(-73.9398608 40.8411266)"
"POINT(-73.9383639 40.840487)"
"POINT(-73.9392735 40.8416657)"
"POINT(-73.9439891 40.8432621)"
"POINT(-73.9422789 40.842154)"
"POINT(-73.9420129 40.84281)"
"POINT(-73.9416397 40.843443)"
"POINT(-73.9411419 40.844049)"
"POINT(-73.9394168 40.8417297)"
"POINT(-73.9388328 40.842261)"
"POINT(-73.9392549 40.842436)"
"POINT(-73.9384301 40.8429055)"
"POINT(-73.9391769 40.843223)"
"POINT(-73.9390249 40.843942)"
"POINT(-73.9407949 40.844686)"
"POINT(-73.9405179 40.845369)"
"POINT(-73.9388652 40.8446886)"
"POINT(-73.9387287 40.8446487)"
"POINT(-73.9386773 40.8454318)"
"POINT(-73.9382619 40.8453)"
"POINT(-73.9402409 40.846048)"
"POINT(-73.9400609 40.846519)"
"POINT(-73.9384509 40.846193)"
"POINT(-73.9382269 40.846934)"
"POINT(-73.9364061 40.8254698)"
"POINT(-73.9362288 40.8253955)"
"POINT(-73.9375749 40.826763)"
"POINT(-73.9355102 40.8267379)"
"POINT(-73.9352438 40.8266329)"
"POINT(-73.9377819 40.8285)"
"POINT(-73.9372823 40.8291536)"
"POINT(-73.9365985 40.830047)"
"POINT(-73.9349728 40.8279984)"
"POINT(-73.9349405 40.8281813)"
"POINT(-73.9348467 40.8280367)"
"POINT(-73.9351996 40.8282853)"
"POINT(-73.9306842 40.8270741)"
"POINT(-73.9314316 40.8282791)"
"POINT(-73.9310472 40.8296348)"
"POINT(-73.9299019 40.829957)"
"POINT(-73.9286237 40.8292687)"
"POINT(-73.9272946 40.8281352)"
"POINT(-73.927203 40.8282382)"
"POINT(-73.9270843 40.8283807)"
"POINT(-73.9275905 40.8302041)"
"POINT(-73.9271601 40.8306655)"
"POINT(-73.9358929 40.8310085)"
"POINT(-73.9260187 40.8276566)"
"POINT(-73.9259269 40.827812)"
"POINT(-73.9258365 40.827974)"
"POINT(-73.9249719 40.829523)"
"POINT(-73.9242609 40.830681)"
"POINT(-73.9264311 40.8314264)"
"POINT(-73.9234879 40.831973)"
"POINT(-73.9377691 40.8386821)"
"POINT(-73.9373384 40.8392951)"
"POINT(-73.9372061 40.8394631)"
"POINT(-73.9369057 40.839864)"
"POINT(-73.9379289 40.841087)"
"POINT(-73.9364565 40.8404789)"
"POINT(-73.9360296 40.8410633)"
"POINT(-73.9271229 40.836929)"
"POINT(-73.9276189 40.837721)"
"POINT(-73.9374939 40.841679)"
"POINT(-73.9370279 40.842314)"
"POINT(-73.9355667 40.8417005)"
"POINT(-73.9365899 40.842915)"
"POINT(-73.9379819 40.843501)"
"POINT(-73.9375179 40.844137)"
"POINT(-73.9361259 40.84355)"
"POINT(-73.9356529 40.844201)"
"POINT(-73.9351234 40.8423037)"
"POINT(-73.9346815 40.8429382)"
"POINT(-73.9342022 40.8435645)"
"POINT(-73.9337065 40.8442431)"
"POINT(-73.9370429 40.844788)"
"POINT(-73.9365699 40.845434)"
"POINT(-73.9378089 40.845948)"
"POINT(-73.9373129 40.846623)"
"POINT(-73.9360779 40.846105)"
"POINT(-73.9356219 40.846727)"
"POINT(-73.9351809 40.844846)"
"POINT(-73.9346859 40.84552)"
"POINT(-73.9332224 40.8449056)"
"POINT(-73.9327604 40.845538)"
"POINT(-73.9342319 40.846141)"
"POINT(-73.9337759 40.846763)"
"POINT(-73.9323137 40.8461493)"
"POINT(-73.9320767 40.8464737)"
"POINT(-73.9318396 40.8467983)"
"POINT(-73.9235665 40.8442147)"
"POINT(-73.9229258 40.8442913)"
"POINT(-73.9227072 40.8442417)"
"POINT(-73.9223508 40.8450933)"
"POINT(-73.9225833 40.8451444)"
"POINT(-73.9397789 40.84721)"
"POINT(-73.9395239 40.847838)"
"POINT(-73.9380359 40.847558)"
"POINT(-73.9391903 40.8486855)"
"POINT(-73.9389501 40.8493123)"
"POINT(-73.9413133 40.8513259)"
"POINT(-73.9412278 40.8513207)"
"POINT(-73.94122 40.851404)"
"POINT(-73.941281 40.8523733)"
"POINT(-73.9386593 40.8499781)"
"POINT(-73.9382839 40.850909)"
"POINT(-73.9402246 40.8513418)"
"POINT(-73.9379749 40.847711)"
"POINT(-73.9368569 40.847249)"
"POINT(-73.9376884 40.8483904)"
"POINT(-73.9364029 40.847872)"
"POINT(-73.9359289 40.84852)"
"POINT(-73.9370275 40.8489682)"
"POINT(-73.9354709 40.849145)"
"POINT(-73.9363969 40.849541)"
"POINT(-73.9351719 40.847358)"
"POINT(-73.9346929 40.847999)"
"POINT(-73.9333069 40.847412)"
"POINT(-73.9328489 40.848038)"
"POINT(-73.9342389 40.848626)"
"POINT(-73.9349659 40.84984)"
"POINT(-73.9337309 40.849321)"
"POINT(-73.9333099 40.849895)"
"POINT(-73.9366609 40.850448)"
"POINT(-73.935723 40.8501764)"
"POINT(-73.9378189 40.852128)"
"POINT(-73.9345439 40.850417)"
"POINT(-73.9340979 40.851021)"
"POINT(-73.9328609 40.850506)"
"POINT(-73.9347759 40.852058)"
"POINT(-73.9336669 40.851615)"
"POINT(-73.9332259 40.852213)"
"POINT(-73.9313826 40.8474237)"
"POINT(-73.9308624 40.8481397)"
"POINT(-73.9323369 40.848735)"
"POINT(-73.9319169 40.849309)"
"POINT(-73.9304555 40.8486927)"
"POINT(-73.9300042 40.8493104)"
"POINT(-73.9314719 40.849921)"
"POINT(-73.9324329 40.851095)"
"POINT(-73.9310429 40.850509)"
"POINT(-73.9306019 40.851109)"
"POINT(-73.9319949 40.851696)"
"POINT(-73.9314949 40.85238)"
"POINT(-73.9291375 40.8504965)"
"POINT(-73.9286407 40.8511764)"
"POINT(-73.9296029 40.852476)"
"POINT(-73.9281418 40.8518592)"
"POINT(-73.9276853 40.852484)"
"POINT(-73.9374349 40.85338)"
"POINT(-73.9369032 40.855125)"
"POINT(-73.9341929 40.8532)"
"POINT(-73.9327249 40.852898)"
"POINT(-73.9337033 40.8541572)"
"POINT(-73.9333119 40.855335)"
"POINT(-73.9379222 40.8556043)"
"POINT(-73.9356019 40.857109)"
"POINT(-73.9326309 40.856716)"
"POINT(-73.9322279 40.853582)"
"POINT(-73.9309959 40.853062)"
"POINT(-73.9305389 40.853685)"
"POINT(-73.9317955 40.8542)"
"POINT(-73.9313353 40.8548129)"
"POINT(-73.9300819 40.85431)"
"POINT(-73.9291469 40.8531)"
"POINT(-73.9286919 40.853724)"
"POINT(-73.9296439 40.854908)"
"POINT(-73.9282539 40.854321)"
"POINT(-73.9308766 40.8554227)"
"POINT(-73.9320429 40.857841)"
"POINT(-73.9291779 40.8555496)"
"POINT(-73.9287159 40.856182)"
"POINT(-73.9284109 40.856606)"
"POINT(-73.9282659 40.8568009)"
"POINT(-73.9282353 40.8571635)"
"POINT(-73.9206912 40.8521195)"
"POINT(-73.9267874 40.8537128)"
